Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Cessna,172RG,Incident,Minor,0.0,0.0,2.0,VMC,Maneuvering,Incident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Cruise,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150H,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,C172N,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,P35,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-25-235D,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Mooney,M20J,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172M,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Descent,Accident,Reciprocating
Piper,AEROSTAR 601,Fatal(7),Destroyed,1.0,7.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Bell,412SP,Fatal(7),Destroyed,1.0,7.0,0.0,VMC,Approach,Accident,Turbo Shaft
Beech,56TC,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,180F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-12,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150D,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,195,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,180,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172D,Fatal(1),Substantial,1.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,414A,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Cessna,150E,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Bellanca,17-31 ATC,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA 46,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,182F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Cessna,402A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,170B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,J-4A,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Hughes,369D,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Turbo Shaft
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Piper,PA-32-301,Incident,Minor,0.0,0.0,6.0,VMC,Landing,Incident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Boeing,737-222,Incident,Minor,0.0,0.0,31.0,VMC,Takeoff,Incident,Turbo Jet
Cessna,172G,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,F.33A,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Cessna,305A,Fatal(1),Destroyed,0.0,1.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172H,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-18-150,Fatal(1),Substantial,0.0,1.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA24-250,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172G,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA28-236,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Cessna,182B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-30,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-18-125,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,C-172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Grumman,AA-LC,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,150F,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,177RG,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Cessna,172P,Non-Fatal,Minor,0.0,0.0,3.0,VMC,Descent,Accident,Reciprocating
Grumman,G-164B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA22-150,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,TR182,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Minor,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,172H,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,170B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Grumman,G-21A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,P210,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Beech,35-A33,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,T210M,Non-Fatal,Destroyed,2.0,0.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150L,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-181,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172N,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Bell,47-G3B1,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Cessna,182B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28R-200,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Destroyed,4.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,J5A,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,150,Non-Fatal,Minor,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Bell,206B,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Piper,PA-24-260,Fatal(1),Destroyed,0.0,1.0,0.0,UNK,Unknown,Accident,Reciprocating
Cessna,170A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Boeing,727-223,Incident,Minor,0.0,0.0,119.0,VMC,Taxi,Incident,Turbo Jet
Cessna,P210,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Standing,Accident,Reciprocating
Cessna,150J,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150H,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Piper,PA-28R-180,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Bell,47G4,Non-Fatal,Destroyed,0.0,0.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,182B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-18-150,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Grumman,AA5B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Boeing,747SP,Incident,Minor,0.0,0.0,102.0,VMC,Cruise,Incident,Turbo Fan
Beech,F33A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Minor,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Piper,PA 38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-31B-310,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Descent,Accident,Reciprocating
Cessna,421,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Cessna,310D,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Grumman,AA-1B,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Mooney,M20F,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,337D,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Boeing,727-100QC,Non-Fatal,Destroyed,0.0,0.0,3.0,VMC,Takeoff,Accident,Turbo Jet
Cessna,A185F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Grumman,G-164,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,C-170B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-12,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,F-90,Non-Fatal,Substantial,0.0,0.0,8.0,VMC,Landing,Accident,Turbo Prop
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,U206,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182A,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-38-112,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Hughes,369HS,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Turbo Shaft
Hughes,269B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,T-337-D,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-34-200T,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Bell,206,Non-Fatal,Destroyed,0.0,0.0,0.0,UNK,Landing,Accident,Turbo Shaft
Beech,A-36,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Bell,47G3B1,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Beech,58P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Bell,206B-3,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,414A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,172K,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,310C,Fatal(1),Substantial,0.0,1.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,TU-206G,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,180,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,188,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182L,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Takeoff,Accident,Reciprocating
Bell,47-G,Non-Fatal,Destroyed,0.0,0.0,3.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,205,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,182N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Boeing,A-75,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-34-200T,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,C172M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,J3,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,150C,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,185C,Non-Fatal,Substantial,0.0,0.0,6.0,VMC,Takeoff,Accident,Reciprocating
Cessna,185F,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,7GCBC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,207A,Fatal(7),Destroyed,0.0,7.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Hughes,269B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Grumman,G164B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA18-50,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-34-220T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R-201,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172I,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Go-around,Accident,Reciprocating
Bell,47-G3B1,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Beech,A36,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Boeing,727-223,Incident,Minor,0.0,0.0,138.0,IMC,Approach,Incident,Turbo Fan
Cessna,152 II,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Standing,Accident,Reciprocating
Beech,V35B,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Takeoff,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,C-150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Grumman,G-164B,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,TR182,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172M,Fatal(1),Substantial,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,55,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-24-250,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,150J,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,D18-S,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Hughes,269C,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,2.0,0.0,0.0,UNK,Maneuvering,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Beech,23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Bell,47G-3B-1,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-23-250,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Beech,B23,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-18-180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,35,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,210,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bell,UH-1B,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Turbo Shaft
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Piper,PA-28,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-22-160,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-22,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Hughes,500-D,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Turbo Shaft
Bell,UH-1B,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Turbo Shaft
Beech,BE-23-B24R,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-30,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172M,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Unknown,Accident,Reciprocating
Cessna,150K,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Destroyed,3.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,A36TC,Non-Fatal,Substantial,0.0,0.0,6.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-151,Fatal(1),Destroyed,2.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,80,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,J3C-65,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,J35,Non-Fatal,Substantial,4.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
